Zondag 26 oktober 2008,EK,groepfase,Ierland,IJsland,1,1
Zondag 26 oktober 2008,EK,groepfase,Schotland,Rusland,2,3
Woensdag 29 oktober 2008,EK,groepfase,Italië,Tsjechië,2,1
Donderdag 30 oktober 2008,EK,groepfase,Rusland,Schotland,1,2
Donderdag 30 oktober 2008,EK,groepfase,Oekraïne,Slovenië,2,0
Donderdag 30 oktober 2008,EK,groepfase,IJsland,Ierland,3,0
Donderdag 30 oktober 2008,EK,groepfase,Nederland,Spanje,2,0
Zondag 23 augustus 2009,EK,groepfase,Oekraïne,Nederland,0,2
Zondag 23 augustus 2009,EK,groepfase,Finland,Denemarken,1,0
Maandag 24 augustus 2009,EK,groepfase,Duitsland,Noorwegen,4,0
Maandag 24 augustus 2009,EK,groepfase,IJsland,Frankrijk,1,3
Dinsdag 25 augustus 2009,EK,groepfase,Engeland,Italië,1,2
Dinsdag 25 augustus 2009,EK,groepfase,Zweden,Rusland,3,0
Woensdag 26 augustus 2009,EK,groepfase,Oekraïne,Denemarken,1,2
Woensdag 26 augustus 2009,EK,groepfase,Nederland,Finland,1,2
Donderdag 27 augustus 2009,EK,groepfase,Frankrijk,Duitsland,1,5
Donderdag 27 augustus 2009,EK,groepfase,IJsland,Noorwegen,0,1
Vrijdag 28 augustus 2009,EK,groepfase,Italië,Zweden,0,2
Vrijdag 28 augustus 2009,EK,groepfase,Engeland,Rusland,3,2
Zaterdag 29 augustus 2009,EK,groepfase,Finland,Oekraïne,0,1
Zaterdag 29 augustus 2009,EK,groepfase,Denemarken,Nederland,1,2
Zondag 30 augustus 2009,EK,groepfase,Noorwegen,Frankrijk,1,1
Zondag 30 augustus 2009,EK,groepfase,Duitsland,IJsland,1,0
Maandag 31 augustus 2009,EK,groepfase,Rusland,Italië,0,2
Maandag 31 augustus 2009,EK,groepfase,Zweden,Engeland,1,1
Donderdag 3 september 2009,EK,groepfase,Finland,Engeland,2,3
Donderdag 3 september 2009,EK,groepfase,Nederland,Frankrijk,0,0
Vrijdag 4 september 2009,EK,groepfase,Duitsland,Italië,2,1
Vrijdag 4 september 2009,EK,groepfase,Zweden,Noorwegen,1,3
Zondag 6 september 2009,EK,groepfase,Engeland,Nederland,2,1
Maandag 7 september 2009,EK,groepfase,Duitsland,Noorwegen,3,1
Donderdag 10 september 2009,EK,groepfase,Engeland,Duitsland,2,6
Woensdag 16 augustus 2006,EK,groepfase,Estland,N Macedonië,0,1
Woensdag 16 augustus 2006,EK,groepfase,België,Kazachstan,0,0
Woensdag 16 augustus 2006,EK,groepfase,Faeröer Eil.,Georgië,0,6
Zaterdag 2 september 2006,EK,groepfase,Tsjechië,Wales,2,1
Zaterdag 2 september 2006,EK,groepfase,Duitsland,Ierland,1,0
Zaterdag 2 september 2006,EK,groepfase,Slowakije,Cyprus,6,1
Zaterdag 2 september 2006,EK,groepfase,Engeland,Andorra,5,0
Zaterdag 2 september 2006,EK,groepfase,Estland,Israël,0,1
Zaterdag 2 september 2006,EK,groepfase,Letland,Zweden,0,1
Zaterdag 2 september 2006,EK,groepfase,Noord-Ierland,IJsland,0,3
Zaterdag 2 september 2006,EK,groepfase,Spanje,Liechtenstein,4,0
Zaterdag 2 september 2006,EK,groepfase,Polen,Finland,1,3
Zaterdag 2 september 2006,EK,groepfase,Servië,Azerbeidzjan,1,0
Zaterdag 2 september 2006,EK,groepfase,Wit-Rusland,Albanië,2,2
Zaterdag 2 september 2006,EK,groepfase,Luxemburg,Nederland,0,1
Zaterdag 2 september 2006,EK,groepfase,Roemenië,Bulgarije,2,2
Zaterdag 2 september 2006,EK,groepfase,Georgië,Frankrijk,0,3
Zaterdag 2 september 2006,EK,groepfase,Schotland,Faeröer Eil.,6,0
Zaterdag 2 september 2006,EK,groepfase,Italië,Litouwen,1,1
Zaterdag 2 september 2006,EK,groepfase,Hongarije,Noorwegen,1,4
Zaterdag 2 september 2006,EK,groepfase,Malta,Bosnië-Herzeg.,2,5
Zaterdag 2 september 2006,EK,groepfase,Moldavië,Griekenland,0,1
Woensdag 6 september 2006,EK,groepfase,San Marino,Duitsland,0,13
Woensdag 6 september 2006,EK,groepfase,Slowakije,Tsjechië,0,3
Woensdag 6 september 2006,EK,groepfase,Rusland,Kroatië,0,0
Woensdag 6 september 2006,EK,groepfase,Israël,Andorra,4,1
Woensdag 6 september 2006,EK,groepfase,N Macedonië,Engeland,0,1
Woensdag 6 september 2006,EK,groepfase,Zweden,Liechtenstein,3,1
Woensdag 6 september 2006,EK,groepfase,Noord-Ierland,Spanje,3,2
Woensdag 6 september 2006,EK,groepfase,IJsland,Denemarken,0,2
